,COLONIA,ALCALDIA,lat,lng
325,MIXCOATL,IZTAPALAPA,19.3250111235,-99.0480103031
326,RINCONADA EL MOLINO,IZTAPALAPA,19.2870150998,-99.0685832866
327,PORTALES I,BENITO JUAREZ,19.3709523603,-99.1500150172
328,NARVARTE VI,BENITO JUAREZ,19.3868932017,-99.1503848461
329,SAN NICOLAS TOTOLAPAN,LA MAGDALENA CONTRERAS,19.2991944889,-99.2362662641
330,EL ROSAL,LA MAGDALENA CONTRERAS,19.3097152716,-99.2503407721
331,LAS CALLES (BARR),LA MAGDALENA CONTRERAS,19.3035994547,-99.2339729628
332,FRANCISCO VILLA,IZTAPALAPA,19.3371663338,-99.0592465929
333,LOS REYES (PBLO),IZTAPALAPA,19.3457549503,-99.109521052
334,LOS PICOS VI B,IZTAPALAPA,19.3795500051,-99.1040528918
335,LA ASUNCION (BARR),IZTAPALAPA,19.3636219636,-99.0919153391
336,JOSE MA MORELOS Y PAVON (U HAB),IZTAPALAPA,19.3740018974,-99.0270806709
337,MONTE ALBAN,IZTAPALAPA,19.3544454188,-99.0203560462
338,DEGOLLADO,IZTAPALAPA,19.3193415272,-99.0423845272
339,CHINAMPAS DE SANTA MA TOMATLAN,IZTAPALAPA,19.308606554,-99.0902052463
340,"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",IZTAPALAPA,19.3822715829,-99.0529935808
341,DEGOLLADO CHICO,IZTAPALAPA,19.3182942908,-99.0383079924
342,ESTADO DE VERACRUZ,IZTAPALAPA,19.3507055836,-99.0885925164
343,ANTORCHA POPULAR I (U HAB),IZTAPALAPA,19.3836905737,-99.0430503343
344,NONOALCO,BENITO JUAREZ,19.3817607921,-99.1882334724
345,MERCED GOMEZ,BENITO JUAREZ,19.3656419697,-99.1899279145
346,INSURGENTES SAN BORJA,BENITO JUAREZ,19.3835263941,-99.1740464393
347,"BOSQUE DE CHAPULTEPEC I, II Y III SECCIONES",MIGUEL HIDALGO,19.4144382478,-99.2006433285
348,OXTOPULCO UNIVERSIDAD,COYOACAN,19.3420090691,-99.1826267508
349,VILLA PANAMERICANA 1ERA. SECCIN (U HAB),COYOACAN,19.3057303242,-99.1778847698
350,XOTEPINGO,COYOACAN,19.3282208263,-99.1406214242
351,ALIANZA POPULAR REVOLUCIONARIA ORIENTE (U HAB),COYOACAN,19.3141216711,-99.1170744341
352,AQUILES SERDAN,VENUSTIANO CARRANZA,19.4470813778,-99.0916813571
353,CUCHILLA PANTITLAN,VENUSTIANO CARRANZA,19.4220541673,-99.0636202555
354,EL PARQUE,VENUSTIANO CARRANZA,19.423313211,-99.1178022279
355,MOCTEZUMA 2A SECCION IV,VENUSTIANO CARRANZA,19.4265219668,-99.0977018033
356,EMILIANO ZAPATA (U HAB),COYOACAN,19.317543698,-99.1103504105
357,CANAL NACIONAL (U HAB),COYOACAN,19.3083372143,-99.1006815834
358,INFONAVIT CULHUACAN ZONA 1 (U HAB),COYOACAN,19.3320134552,-99.1193563927
359,INSURGENTES CUICUILCO,COYOACAN,19.3073791598,-99.1836109872
360,LAS TROJES COAPA (U HAB),COYOACAN,19.3079906933,-99.1392191223
361,LAS AGUILAS (AMPL),ALVARO OBREGON,19.351175309,-99.2135955314
362,LA JOYA,ALVARO OBREGON,19.3847079384,-99.2095397086
363,LAS AGUILAS SECC HORNOS,ALVARO OBREGON,19.3621132173,-99.2048267506
364,MIGUEL HIDALGO,TLAHUAC,19.2944132376,-99.0480962354
365,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,TLAHUAC,19.306275306,-99.0486782031
366,AGRICOLA ORIENTAL III,IZTACALCO,19.3904759103,-99.0758818891
367,REFORMA IZTACCIHUATL SUR,IZTACALCO,19.3776166248,-99.1287586577
368,SANTIAGO SUR,IZTACALCO,19.3877008951,-99.1255247632
369,SANTA CRUZ,IZTACALCO,19.388226093,-99.1204058547
370,LA PRECIOSA,AZCAPOTZALCO,19.4866371814,-99.1940941265
371,FRANCISCO VILLA (U HAB),AZCAPOTZALCO,19.4980510665,-99.2045588529
372,SAN FRANCISCO XOCOTITLA,AZCAPOTZALCO,19.4683612763,-99.1467155297
373,PANTACO (U HAB),AZCAPOTZALCO,19.4857456977,-99.1729497282
374,ACUILOTLA,ALVARO OBREGON,19.3596051055,-99.2437815005
375,ALPES,ALVARO OBREGON,19.3605023159,-99.1939575985
376,SAN PEDRO XALPA (PBLO),AZCAPOTZALCO,19.4840383721,-99.2098621504
377,ARBOLEDAS POLITOCO,ALVARO OBREGON,19.3631883056,-99.2456806326
378,UN HOGAR PARA CADA TRABAJADOR,AZCAPOTZALCO,19.4739677662,-99.1761372904
379,SAN PABLO 396-CONJ HAB SAN PABLO (U HAB),AZCAPOTZALCO,19.5010241784,-99.1856873509
380,LOMAS DE TETELPAN,ALVARO OBREGON,19.3451072586,-99.2177291906
381,MARGARITA M DE JUAREZ,ALVARO OBREGON,19.3821264874,-99.2364652752
382,FLOR DE MARIA,ALVARO OBREGON,19.3498848933,-99.2049984757
383,EL PIRU (FRACC),ALVARO OBREGON,19.3803790252,-99.2179611902
384,TEPEACA (AMPL),ALVARO OBREGON,19.3608866119,-99.2344788339
385,REACOMODO EL CUERNITO,ALVARO OBREGON,19.3824628711,-99.207543001
386,TLACUITLAPA 2DO REACOMODO (AMPL),ALVARO OBREGON,19.3544107225,-99.2353367266
387,LOMAS DE PLATEROS (U HAB) II,ALVARO OBREGON,19.3687818663,-99.1959884765
388,UNIDAD POPULAR TEPEACA,ALVARO OBREGON,19.3591552591,-99.2396618895
389,2DA EL PIRUL (AMPL),ALVARO OBREGON,19.3797495931,-99.2421013234
390,DEL OBRERO,GUSTAVO A. MADERO,19.5000707607,-99.0911664098
391,SAN PEDRO (BARR),XOCHIMILCO,19.2568632116,-99.1083580587
392,LA CONCEPCION TLACOAPA (BARR),XOCHIMILCO,19.2690838846,-99.1045080251
393,SAN LORENZO LA CEBADA I,XOCHIMILCO,19.2850702639,-99.1191010693
394,PASEOS DEL SUR,XOCHIMILCO,19.2749251617,-99.1238823772
395,COLINAS DEL BOSQUE-LAS TORTOLAS,TLALPAN,19.2782175026,-99.1494439361
396,LA FAMA,TLALPAN,19.290834571,-99.1766749612
397,EJIDOS DE SAN PEDRO MARTIR I (NORTE),TLALPAN,19.2720937767,-99.1569650754
398,PEDREGAL DE STA URSULA XITLA,TLALPAN,19.2737448897,-99.1780174378
399,RANCHO LOS COLORINES (FRACC),TLALPAN,19.2881849987,-99.1377765348
400,VALLE ESCONDIDO,TLALPAN,19.2779096952,-99.1447267774
401,CERRO GRANDE,XOCHIMILCO,19.2389720375,-99.1177698469
402,BELEM (BARR),XOCHIMILCO,19.2600108432,-99.1022426357
403,TETENCO (PJE),TLALPAN,19.2629289514,-99.1795182286
404,TLALPEXCO,GUSTAVO A. MADERO,19.5462012579,-99.1260004578
405,SAN BARTOLO ATEPEHUACAN (PBLO),GUSTAVO A. MADERO,19.4935968042,-99.1433646477
406,SAN RAFAEL TICOMAN (BARR),GUSTAVO A. MADERO,19.5144036216,-99.1218260415
407,ZONA ESCOLAR ORIENTE,GUSTAVO A. MADERO,19.5397973225,-99.1425832842
408,6 DE JUNIO,GUSTAVO A. MADERO,19.5506082067,-99.1258656187
409,TORRES DE SAN JUAN 1B (U HAB),GUSTAVO A. MADERO,19.480765502,-99.0925914986
410,SAN FELIPE DE JESUS II,GUSTAVO A. MADERO,19.4917077798,-99.0783023511
411,PROGRESO NACIONAL I,GUSTAVO A. MADERO,19.5205683242,-99.1613274589
412,LA ESMERALDA II,GUSTAVO A. MADERO,19.4860149861,-99.0860593938
413,LA FORESTAL,GUSTAVO A. MADERO,19.5628839926,-99.1312233106
414,GERTRUDIS SANCHEZ 3A SECCION,GUSTAVO A. MADERO,19.4610165557,-99.1013573829
415,GUADALUPE VICTORIA,GUSTAVO A. MADERO,19.5392436565,-99.1401016002
416,INFONAVIT (U HAB),GUSTAVO A. MADERO,19.5160229859,-99.1414409779
417,INPI PICOS,IZTACALCO,19.387625482,-99.1030275225
418,LOMAS DE SAN LORENZO I,IZTAPALAPA,19.3158775442,-99.057708382
419,SANTA CRUZ MEYEHUALCO (U HAB) II,IZTAPALAPA,19.3530622224,-99.0452254369
420,ERMITA ZARAGOZA (U HAB) II,IZTAPALAPA,19.3670087102,-98.9969671911
421,ZENTLAPATL,CUAJIMALPA DE MORELOS,19.3527468788,-99.3082523044
422,MANZANASTITLA,CUAJIMALPA DE MORELOS,19.3664358227,-99.2977105336
423,SAN NICOLAS TOTOLAPAN (PBLO),LA MAGDALENA CONTRERAS,19.297057085,-99.2448441057
424,ATENOR SALAS,BENITO JUAREZ,19.4031449671,-99.1478617284
425,DESARROLLO URBANO QUETZALCOATL  III,IZTAPALAPA,19.3230263857,-99.0402437971
426,RENOVACION,IZTAPALAPA,19.3673888642,-99.0494396604
427,PARAJE SAN JUAN,IZTAPALAPA,19.341803016,-99.0719968642
428,SAN JUAN 2A AMPLIACIN (PJE),IZTAPALAPA,19.3377741297,-99.0701024596
429,SAN LORENZO 870 (U HAB),IZTAPALAPA,19.3326993802,-99.0744059315
430,PALMITAS,IZTAPALAPA,19.3348864803,-99.0261343678
431,LEYES DE REFORMA 2A SECCION,IZTAPALAPA,19.36835084,-99.0631958507
432,LA ESPERANZA,IZTAPALAPA,19.3104783947,-99.0784679657
433,LA ERA,IZTAPALAPA,19.3397206516,-99.0546620929
434,MODELO (U),IZTAPALAPA,19.3638749166,-99.1252885217
435,PARAISO (AMPL),IZTAPALAPA,19.3774930672,-99.0324718205
436,EL ROSARIO,IZTAPALAPA,19.3017816802,-99.065523517
437,JUSTO SIERRA,IZTAPALAPA,19.3637206343,-99.1348383836
438,CARLOS HANK GONZALEZ,IZTAPALAPA,19.3316358615,-99.0474705307
439,CUCHILLAS DEL MORAL (U HAB),IZTAPALAPA,19.3851804831,-99.0726758269
440,DEL VALLE V,BENITO JUAREZ,19.3758998445,-99.1688277207
441,MEXICO NUEVO,MIGUEL HIDALGO,19.4524500777,-99.2039131922
442,ANAHUAC I,MIGUEL HIDALGO,19.4471950354,-99.1756475978
443,CTM IX CULHUACAN ZONA 29-30 (U HAB),COYOACAN,19.3131246276,-99.1024460632
444,CTM V CULHUACAN (U HAB),COYOACAN,19.3309863021,-99.1134928561
445,JOYAS DEL PEDREGAL (FRACC),COYOACAN,19.3055535681,-99.157945548
446,LOS GIRASOLES I,COYOACAN,19.3043519756,-99.1201458029
447,LOS GIRASOLES III,COYOACAN,19.3076347445,-99.1263293209
448,LOS REYES (PBLO),COYOACAN,19.3361455883,-99.1553487557
449,PETROLERA TAXQUEA,COYOACAN,19.3384918183,-99.1326920059
450,VILLAS DEL PEDREGAL (U HAB),COYOACAN,19.3045209336,-99.1747611275
451,ALIANZA POPULAR REVOLUCIONARIA PONIENTE (U HAB),COYOACAN,19.3143103282,-99.121986968
452,PEDREGAL DE STO DOMINGO I,COYOACAN,19.3347576651,-99.1707739223
453,MONTE DE PIEDAD,COYOACAN,19.3439280724,-99.1731117868
454,EX EJIDO SAN FRANCISCO CULHUACAN II,COYOACAN,19.3309153045,-99.1262376944
455,EL ARENAL 2A SECCION,VENUSTIANO CARRANZA,19.4231462044,-99.0568604911
456,MICHOACANA,VENUSTIANO CARRANZA,19.446776495,-99.1147705564
457,MOCTEZUMA 1A SECCION,VENUSTIANO CARRANZA,19.4281544125,-99.1060130959
458,PINO (U HAB),VENUSTIANO CARRANZA,19.4097862375,-99.0987437649
459,JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.4130018736,-99.1049634006
460,MOCTEZUMA 2A SECCION II,VENUSTIANO CARRANZA,19.431452146,-99.0942563288
461,PENSADOR MEXICANO I,VENUSTIANO CARRANZA,19.4458811527,-99.0817664334
462,SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.3904318465,-99.1847606139
463,NOCHE BUENA,BENITO JUAREZ,19.3806915127,-99.1788479191
464,DEL VALLE II,BENITO JUAREZ,19.3923963454,-99.1669318787
465,ALAMOS II,BENITO JUAREZ,19.3949010858,-99.1422306031
466,ACUEDUCTO DE GUADALUPE (U HAB),GUSTAVO A. MADERO,19.5271660235,-99.151136622
467,BENITO JUAREZ,GUSTAVO A. MADERO,19.5324603854,-99.1394107345
468,ARAGON LA VILLA (ARAGON),GUSTAVO A. MADERO,19.4794876647,-99.1139779988
469,CAPULTITLAN,GUSTAVO A. MADERO,19.4783660751,-99.1336512931
470,EL OLIVO,GUSTAVO A. MADERO,19.4736469033,-99.0867100776
471,EL ARBOLILLO,GUSTAVO A. MADERO,19.5362003777,-99.1410909279
472,EJIDOS SAN JUAN DE ARAGON 1A SECCION (U HAB),GUSTAVO A. MADERO,19.4691248271,-99.0925700616
473,EL ARBOLILLO 3 (U HAB),GUSTAVO A. MADERO,19.5378807204,-99.144474561
474,GUADALUPE PROLETARIA,GUSTAVO A. MADERO,19.5217519787,-99.1557339411
475,LA PATERA-CONDOMODULOS (U HAB),GUSTAVO A. MADERO,19.5032618872,-99.1532607566
476,LA ESMERALDA (U HAB),GUSTAVO A. MADERO,19.4893850794,-99.0852913474
477,JAIME S EMILIANO G,GUSTAVO A. MADERO,19.5476157893,-99.1348013639
478,MALACATES,GUSTAVO A. MADERO,19.574838282,-99.1347365738
479,MALACATES (AMPL),GUSTAVO A. MADERO,19.5813480751,-99.126090133
480,SAN ANTONIO,GUSTAVO A. MADERO,19.5600589165,-99.1375782677
481,SAN SALVADOR CUAUHTENCO (PBLO),MILPA ALTA,19.1918468052,-99.0947381285
482,VALLEJO I,GUSTAVO A. MADERO,19.4678259013,-99.1352696922
483,MIGUEL HIDALGO,TLALPAN,19.287727105,-99.1857504677
484,ORIENTE (AMPL),TLALPAN,19.2522556216,-99.1611026942
485,SOLIDARIDAD NACIONAL,GUSTAVO A. MADERO,19.5343297882,-99.1534977393
486,TORRES LINDAVISTA (FRACC),GUSTAVO A. MADERO,19.5103763285,-99.1447365805
487,TORRES DE QUIROGA (U HAB),GUSTAVO A. MADERO,19.4909682357,-99.0957132813
488,25 DE JULIO,GUSTAVO A. MADERO,19.4960116394,-99.0809760294
489,SAN LORENZO HUIPULCO,TLALPAN,19.2953427125,-99.1496338018
490,LA MAGUEYERA,TLALPAN,19.2444653708,-99.1458133824
491,TORRES DE PADIERNA,TLALPAN,19.2812890776,-99.2282534488
492,BELISARIO DOMINGUEZ,TLALPAN,19.2895041108,-99.1555858169
493,SAN MATEO XALPA (PBLO),XOCHIMILCO,19.2309201778,-99.1202999882
494,SAN JOSE OBRERO,XOCHIMILCO,19.2328870775,-99.0739345109
495,SAN JOSE ZACATEPEC,XOCHIMILCO,19.2391239509,-99.1242117128
496,SAN LORENZO (BARR),XOCHIMILCO,19.2718995946,-99.0775263646
497,EJIDOS DE SAN PEDRO MARTIR II (SUR),TLALPAN,19.2674469272,-99.1588720532
498,SAN MIGUEL ZAPOTITLA,TLAHUAC,19.3106195548,-99.0368153907
499,LA DRAGA,TLAHUAC,19.2803161526,-99.0447195827
500,JARDINES DEL LLANO-U.H. VILLA TLATEMPA,TLAHUAC,19.2305386596,-98.9889766528
501,OJO DE AGUA,TLAHUAC,19.2895376558,-99.0128027696
502,EL ROSARIO C (U HAB),AZCAPOTZALCO,19.5061582927,-99.2024080944
503,REAL DEL MONTE,ALVARO OBREGON,19.3962449738,-99.2005406862
504,PRIVADA CENTENARIO,ALVARO OBREGON,19.3613578873,-99.2296764511
505,PONCIANO ARRIAGA,ALVARO OBREGON,19.3557521942,-99.2258081374
506,LOMAS DE BECERRA,ALVARO OBREGON,19.3846223125,-99.2170503248
507,LOMAS DE TARANGO,ALVARO OBREGON,19.3636307538,-99.2152227218
508,LA PRESA SECCION HORNOS,ALVARO OBREGON,19.3821126616,-99.2157510148
509,LAS CUEVITAS,ALVARO OBREGON,19.3867872679,-99.2257695407
510,ARVIDE,ALVARO OBREGON,19.3816663945,-99.2033049768
511,ATLAMAXAC,ALVARO OBREGON,19.356137404,-99.2473462677
512,LOMAS DE SANTA FE II,ALVARO OBREGON,19.3681305389,-99.2586953256
513,VILLA VERDUN,ALVARO OBREGON,19.3386314168,-99.2566279372
514,BUENAVISTA I,CUAUHTEMOC,19.4496135645,-99.1495963852
515,LA CASCADA,ALVARO OBREGON,19.3693392206,-99.2023092562
516,ESTADO DE HIDALGO (AMPL),ALVARO OBREGON,19.3977146169,-99.2090544967
517,DE TARANGO (RCNDA),ALVARO OBREGON,19.3625360628,-99.2222122971
518,PANTITLAN V,IZTACALCO,19.4061588528,-99.0603053018
519,SANTA ANITA,IZTACALCO,19.4011782809,-99.1208642651
520,SAN ANTONIO (FRACC),AZCAPOTZALCO,19.4801751682,-99.2048817973
521,SAN RAFAEL,AZCAPOTZALCO,19.4864549617,-99.1879903928
522,NUEVA ESPAA,AZCAPOTZALCO,19.4981253187,-99.187192041
523,POTRERO DEL LLANO,AZCAPOTZALCO,19.4746631596,-99.1606741802
524,SAN SALVADOR XOCHIMANCA,AZCAPOTZALCO,19.459556239,-99.1735662765
525,MONTE ALTO,AZCAPOTZALCO,19.4799641051,-99.1563280316
526,SAN PEDRO XALPA (AMPL) II,AZCAPOTZALCO,19.475910231,-99.217040816
527,HACIENDA DE GUADALUPE CHIMALISTAC,ALVARO OBREGON,19.3496527216,-99.1825076056
528,PRO HOGAR II,AZCAPOTZALCO,19.4763536374,-99.1559695345
529,VILLAS AZCAPOTZALCO (U HAB),AZCAPOTZALCO,19.4897813103,-99.192023082
530,LOMAS DE SAN LORENZO II,IZTAPALAPA,19.3207558072,-99.0671739519
531,DESARROLLO URBANO QUETZALCOATL  I,IZTAPALAPA,19.3330659428,-99.0403002135
532,SANTA MARIA AZTAHUACAN (EJ) II,IZTAPALAPA,19.3498463725,-99.0329677228
533,XALPA I,IZTAPALAPA,19.327467101,-99.0151860423
534,AMADO NERVO,CUAJIMALPA DE MORELOS,19.3682826635,-99.2951026071
535,JUAN ESCUTIA I,IZTAPALAPA,19.3955261824,-99.0506636432
536,SAN JUAN XALPA I,IZTAPALAPA,19.3374203844,-99.0834568076
537,EJERCITO DE ORIENTE (U HAB) I,IZTAPALAPA,19.3692777627,-99.0260488464
538,CONSTITUCION DE 1917 I,IZTAPALAPA,19.349580518,-99.0642489103
539,CERRO DE LA ESTRELLA II,IZTAPALAPA,19.3216207665,-99.0773979656
540,9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),IZTAPALAPA,19.376865927,-99.0507709107
541,PARAISO,IZTAPALAPA,19.377588659,-99.0314237577
542,SAN ANTONIO (BARR),IZTAPALAPA,19.3058732472,-99.0732105543
543,SANTA CRUZ VII (U HAB),IZTAPALAPA,19.3135332263,-99.0460205345
544,MIRAVALLE,IZTAPALAPA,19.3314816242,-98.9958497843
545,LA PLANTA,IZTAPALAPA,19.2942504506,-99.0638770839
546,LOMAS ESTRELLA 1A SECC (FRACC),IZTAPALAPA,19.3245953782,-99.0943510809
547,MEXICALTZINGO (PBLO),IZTAPALAPA,19.3582154327,-99.1200000659
548,NORMA ISSSTE (U HAB),IZTAPALAPA,19.3636996046,-99.0767439105
549,JACARANDAS,IZTAPALAPA,19.3462774489,-99.0517558727
550,ESCUADRON 201,IZTAPALAPA,19.3635962256,-99.1122664972
551,GUELATAO DE JUAREZ II (U HAB),IZTAPALAPA,19.38406344,-99.0445801859
552,JESUS DEL MONTE,CUAJIMALPA DE MORELOS,19.366427722,-99.2937597683
553,LOMAS DE SAN BERNABE (AMPL),LA MAGDALENA CONTRERAS,19.3073287289,-99.2701904302
554,PUEBLO NUEVO BAJO,LA MAGDALENA CONTRERAS,19.306936172,-99.245343565
555,PLAZUELA DEL PEDREGAL,LA MAGDALENA CONTRERAS,19.3034541139,-99.2322602219
556,ACTIPAN,BENITO JUAREZ,19.3698819161,-99.1781670524
557,EL SANTUARIO (AMPL),IZTAPALAPA,19.3425019166,-99.0896660806
558,CACAMA,IZTAPALAPA,19.3591109342,-99.1254417217
559,EL EDEN,IZTAPALAPA,19.3646935455,-99.0132754232
560,"EJTO CONSTITUCIONALISTA, SUPERMANZANA II ( U HAB)",IZTAPALAPA,19.386478461,-99.0567783565
561,CABEZA DE JUAREZ III (U HAB),IZTAPALAPA,19.3833007469,-99.0416901386
562,CABEZA DE JUAREZ I (U HAB),IZTAPALAPA,19.3849902453,-99.0440799735
563,GRANADA,MIGUEL HIDALGO,19.4399132456,-99.1931329781
564,VALLE GOMEZ,VENUSTIANO CARRANZA,19.4568685341,-99.1190095588
565,PUEBLA,VENUSTIANO CARRANZA,19.4093895139,-99.0822714288
566,MICHOACANA (AMPL),VENUSTIANO CARRANZA,19.448323917,-99.1130761866
567,TRES MOSQUETEROS,VENUSTIANO CARRANZA,19.4406265261,-99.1064215208
568,EMILIANO ZAPATA (U HAB),VENUSTIANO CARRANZA,19.4328122694,-99.120127738
569,POPOTLA II,MIGUEL HIDALGO,19.4525968974,-99.1794381102
570,COUNTRY CLUB,COYOACAN,19.3512447243,-99.1403710755
571,EL CARACOL,COYOACAN,19.3044798745,-99.1636833181
572,INTEGRACION LATINOAMERICANA (U HAB),COYOACAN,19.338313294,-99.1793213089
573,EX EJIDO SAN FRANCISCO CULHUACAN I,COYOACAN,19.3319039347,-99.1290826887
574,CTM IXA CULHUACAN (U HAB),COYOACAN,19.3109760691,-99.1060356445
575,EL PARQUE DE COYOACAN (FRACC),COYOACAN,19.3111477718,-99.1308132833
576,STUNAM CULHUACAN (U HAB),COYOACAN,19.3211662806,-99.1022490653
577,SAN MATEO (BARR),COYOACAN,19.3519012702,-99.1482796852
578,SANTA URSULA COYOACAN,COYOACAN,19.303627617,-99.1725737917
579,CTM IX CULHUACAN 32-33 (U HAB),COYOACAN,19.3095033491,-99.102839847
580,AVIACION CIVIL (AMPL),VENUSTIANO CARRANZA,19.4117450877,-99.0765216798
581,ADOLFO RUIZ CORTINES II,COYOACAN,19.31784374,-99.1550720386
582,EL ARENAL 1A SECCION,VENUSTIANO CARRANZA,19.4250609099,-99.0633202592
583,AERONAUTICA MILITAR,VENUSTIANO CARRANZA,19.4208650922,-99.1157518113
584,IGNACIO ZARAGOZA II,VENUSTIANO CARRANZA,19.4117785299,-99.087917303
585,20 DE NOVIEMBRE (AMPL),VENUSTIANO CARRANZA,19.4436366242,-99.1145123602
586,LOMAS DE REFORMA,MIGUEL HIDALGO,19.4016815485,-99.2354719599
587,DANIEL GARZA (AMPL),MIGUEL HIDALGO,19.4092184712,-99.1938392453
588,IGNACIO MANUEL ALTAMIRANO,MIGUEL HIDALGO,19.4631440514,-99.1968280035
589,LEGARIA,MIGUEL HIDALGO,19.4555305454,-99.1930482732
590,LEGARIA (U HAB),MIGUEL HIDALGO,19.450020036,-99.2010760751
591,ADOLFO LOPEZ MATEOS,VENUSTIANO CARRANZA,19.4200520013,-99.0721839543
592,ADOLFO RUIZ CORTINES I,COYOACAN,19.3209669132,-99.1473929726
593,PEDREGAL DE STO DOMINGO III,COYOACAN,19.3314325978,-99.1642525825
594,PASEOS DE TAXQUEA I,COYOACAN,19.3482555644,-99.1235111808
595,PROGRESISTA,VENUSTIANO CARRANZA,19.4360921322,-99.1093454587
596,SEVILLA,VENUSTIANO CARRANZA,19.4107331904,-99.1231126188
597,MIGUEL HIDALGO,VENUSTIANO CARRANZA,19.4359898482,-99.1068363017
598,TORRE BLANCA,MIGUEL HIDALGO,19.4574907732,-99.1951872404
599,UN HOGAR PARA NOSOTROS,MIGUEL HIDALGO,19.4484020023,-99.1691848908
600,PENSIL SUR,MIGUEL HIDALGO,19.4465001414,-99.1971835825
601,ALVARO OBREGON,VENUSTIANO CARRANZA,19.4127921222,-99.1189402024
602,JAMAICA,VENUSTIANO CARRANZA,19.4069270279,-99.1240733219
603,EMILIO CARRANZA,VENUSTIANO CARRANZA,19.4493647246,-99.1206942134
604,CTM VIII CULHUACAN (U HAB),COYOACAN,19.3161921597,-99.1029308537
605,INFONAVIT CULHUACAN ZONA 2 (U HAB),COYOACAN,19.3298781623,-99.119288303
606,CROC CULHUACAN SECC 6 (U HAB),COYOACAN,19.3275552317,-99.1215030369
607,LAS CAMPANAS,COYOACAN,19.3094554092,-99.1211756346
608,IMAN,COYOACAN,19.3079335787,-99.1664945681
609,LOS OLIVOS (FRACC),COYOACAN,19.3136569749,-99.1319122147
610,PRESIDENTES EJIDALES PRIMERA SECCION,COYOACAN,19.3268052641,-99.1280417755
611,MEDIA LUNA,COYOACAN,19.3018815416,-99.1602800264
612,SAN DIEGO CHURUBUSCO,COYOACAN,19.3557844724,-99.1484440385
613,SANTA MARTHA DEL SUR,COYOACAN,19.341178323,-99.1307254467
614,CUCHILLA DEL TESORO,GUSTAVO A. MADERO,19.4482466932,-99.0582996553
615,ARROYO GUADALUPE (U HAB),GUSTAVO A. MADERO,19.5107529601,-99.1366136999
616,CAMINO A SAN JUAN DE ARAGON (PBLO),GUSTAVO A. MADERO,19.4677286142,-99.0885162549
617,TRIUNFO DE LA REPUBLICA,GUSTAVO A. MADERO,19.4916610267,-99.1097111581
618,CASAS ALEMAN (AMPL) II,GUSTAVO A. MADERO,19.4788038645,-99.0873744277
619,VISTA HERMOSA,GUSTAVO A. MADERO,19.548099968,-99.1224855548
620,VASCO DE QUIROGA,GUSTAVO A. MADERO,19.4946542586,-99.093929805
621,TORRES DE SAN JUAN (U HAB),GUSTAVO A. MADERO,19.4788279123,-99.0930244645
622,NARCISO BASSOLS (U HAB),GUSTAVO A. MADERO,19.4561487814,-99.0568871261
623,SAN JUAN DE ARAGON 3A SECCION (U HAB) I,GUSTAVO A. MADERO,19.4512918229,-99.0738891449
624,PROGRESO NACIONAL (AMPL),GUSTAVO A. MADERO,19.5160246263,-99.1596420642
625,SCT (U HAB),GUSTAVO A. MADERO,19.5076961069,-99.1567486454
626,LINDAVISTA I,GUSTAVO A. MADERO,19.4899449462,-99.1316707528
627,NUEVA ATZACOALCO II,GUSTAVO A. MADERO,19.4990841913,-99.0860029094
628,PROVIDENCIA III,GUSTAVO A. MADERO,19.4865865613,-99.0720145789
629,MA ESTHER ZUNO DE ECHEVERRIA-TLALPUENTE,TLALPAN,19.2477346558,-99.1881694925
630,LA LIBERTAD - IXTLAHUACA,TLALPAN,19.191058527,-99.1477347738
631,COAPA-VILLA CUEMANCO,TLALPAN,19.2933791535,-99.110747105
632,TEZONTITLA - EL CALVARIO (AMPL),TLALPAN,19.2078297437,-99.1474354869
633,TENORIOS INFONAVIT 1 Y 2 (U HAB),TLALPAN,19.2968405485,-99.1175309381
634,SANTA CRUZ ACALPIXCA (PBLO),XOCHIMILCO,19.2462934588,-99.0748419028
635,NATIVITAS LA JOYA (AMPL),XOCHIMILCO,19.2286757421,-99.0893558006
636,SAN ESTEBAN (BARR),XOCHIMILCO,19.2626101265,-99.0965268172
637,NATIVITAS (U HAB),XOCHIMILCO,19.2470852603,-99.1063659768
638,SAN BARTOLO EL CHICO,XOCHIMILCO,19.2830960504,-99.1305395963
639,PLAN DE AYALA,TLALPAN,19.2379561966,-99.1494168225
640,MIRADOR 2A y 3A SECC,TLALPAN,19.270160207,-99.1840293488
641,POPULAR STA TERESA,TLALPAN,19.3009292385,-99.2239950398
642,NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,TLALPAN,19.2972755131,-99.1282801056
643,MIRADOR II,TLALPAN,19.2700756077,-99.2231936144
644,NIO JESUS (BARR),TLALPAN,19.2867130897,-99.161005277
645,SAN JUAN DE ARAGON 2A SECCION (U HAB) I,GUSTAVO A. MADERO,19.4510318992,-99.0866516725
646,ZONA ESCOLAR II,GUSTAVO A. MADERO,19.541645865,-99.147497208
647,SAN JUAN DE ARAGON 7 SECC (U HAB) II,GUSTAVO A. MADERO,19.469460817,-99.0739759771
